Name,Department,Overall_Rating,Difficulty,Would_Take_Again_Pct,Num_Ratings,RMP_ID,RMP_URL
Lois Simon,Mathematics,5,2,-1%,1,1677147,https://www.ratemyprofessors.com/professor/1677147
Forrestine S. Barnes,English,3,4.3,-1%,3,1535984,https://www.ratemyprofessors.com/professor/1535984
Mirta Carruthers,Psychology,4.5,1,-1%,1,1408990,https://www.ratemyprofessors.com/professor/1408990
Edward Preston,English,4.5,2.1,-1%,15,328813,https://www.ratemyprofessors.com/professor/328813
Jackie Jones,Journalism,4.4,2,-1%,5,1559411,https://www.ratemyprofessors.com/professor/1559411
Michiko Saito,Languages,2.7,3.6,-1%,19,122203,https://www.ratemyprofessors.com/professor/122203
Janet Caldwell,English,2.2,3.4,-1%,9,1145936,https://www.ratemyprofessors.com/professor/1145936
Ali E. Erol,Communication,3.5,2.5,-1%,4,1656471,https://www.ratemyprofessors.com/professor/1656471
Mwabilu Ngoyi,Political Science,1.7,3.8,-1%,5,812600,https://www.ratemyprofessors.com/professor/812600
Kitty L. Ellison,English,4.5,2,-1%,1,1598524,https://www.ratemyprofessors.com/professor/1598524
Monique Gamble,Political Science,5,1.3,-1%,3,1491550,https://www.ratemyprofessors.com/professor/1491550
Vernessa White-Jackson,Languages,4.8,2,-1%,2,1314534,https://www.ratemyprofessors.com/professor/1314534
Robert Patterson,English,4.5,3.7,-1%,6,1436108,https://www.ratemyprofessors.com/professor/1436108
Mae King,Political Science,1.3,4.7,-1%,3,989388,https://www.ratemyprofessors.com/professor/989388
Wilmer Leon,Political Science,4.6,2.4,-1%,5,744440,https://www.ratemyprofessors.com/professor/744440
Janet Reed-Caldwell,English,2.2,3.9,-1%,29,911478,https://www.ratemyprofessors.com/professor/911478
Terry Debardelaben,Fine Arts,1.4,4.5,-1%,4,1634099,https://www.ratemyprofessors.com/professor/1634099
Gwedolyn Pla,Not Specified,1.8,4.2,-1%,13,495921,https://www.ratemyprofessors.com/professor/495921
Marjorie Leppo,Physical Education,4.1,2,-1%,4,1193848,https://www.ratemyprofessors.com/professor/1193848
Bonita Cooper,Computer Science,4,1.8,-1%,4,708945,https://www.ratemyprofessors.com/professor/708945
Kendrick Brown,Communication,4.8,1,-1%,2,1492785,https://www.ratemyprofessors.com/professor/1492785
David Schwartzman,Biology,4,1.3,-1%,3,1127899,https://www.ratemyprofessors.com/professor/1127899
Charles Johnson,History,3.6,1.6,-1%,7,939985,https://www.ratemyprofessors.com/professor/939985
Christopher Jackson,Communication,4,4,-1%,2,1637107,https://www.ratemyprofessors.com/professor/1637107
Vikram Kushwaha,Physics,2.8,2,-1%,9,860958,https://www.ratemyprofessors.com/professor/860958
Valerie Nelson,Mathematics,4.8,2,-1%,2,1639031,https://www.ratemyprofessors.com/professor/1639031
Andrew Taslitz,Law,4.7,4,-1%,3,1217643,https://www.ratemyprofessors.com/professor/1217643
Richard Duffield,Biology,4.1,3.5,-1%,8,1008165,https://www.ratemyprofessors.com/professor/1008165
Donna Washington,Music,5,1,-1%,2,1604009,https://www.ratemyprofessors.com/professor/1604009
Vergie Taylor,English,4.1,1.2,-1%,37,313114,https://www.ratemyprofessors.com/professor/313114
Adebukola Gbade-Oyelakin,Mathematics,3.2,3.5,-1%,13,736000,https://www.ratemyprofessors.com/professor/736000
Doney Olivieri,Languages,4.6,4.2,-1%,5,1046865,https://www.ratemyprofessors.com/professor/1046865
Sam Harvey,Business,4.1,3.3,-1%,9,444295,https://www.ratemyprofessors.com/professor/444295
Felicia Walker,Communication,4,2.4,-1%,5,811728,https://www.ratemyprofessors.com/professor/811728
Eugene Blue,Accounting,4.3,2.8,-1%,4,882340,https://www.ratemyprofessors.com/professor/882340
Pauline Kirvin,Spanish,1,5,-1%,1,1674360,https://www.ratemyprofessors.com/professor/1674360
Anyangwe Ericsyrol,Information Science,2,2,-1%,1,1674347,https://www.ratemyprofessors.com/professor/1674347
James Davis,Business,2,3,-1%,1,1674344,https://www.ratemyprofessors.com/professor/1674344
Samuel Moki,Political Science,4.9,1.2,-1%,12,199613,https://www.ratemyprofessors.com/professor/199613
Rosemary Miller,Fine Arts,5,1,-1%,1,1673929,https://www.ratemyprofessors.com/professor/1673929
Pedro Rivera,History,4.5,2,-1%,1,1657534,https://www.ratemyprofessors.com/professor/1657534
Regina Okafor,Languages,2.4,3.7,-1%,15,958536,https://www.ratemyprofessors.com/professor/958536
Ravza Kavakci Kan,Political Science,5,2,-1%,1,1650469,https://www.ratemyprofessors.com/professor/1650469
. Diop,Languages,4.5,2.1,-1%,14,479978,https://www.ratemyprofessors.com/professor/479978
Jeffrey Flemming,Mathematics,3.8,1.5,-1%,2,1635942,https://www.ratemyprofessors.com/professor/1635942
Victoria Arana,English,3,3.5,-1%,2,1449310,https://www.ratemyprofessors.com/professor/1449310
Julie C. Andrist,Languages,4.8,2,-1%,2,1382736,https://www.ratemyprofessors.com/professor/1382736
Paulin Hounnou,Mathematics,2.9,3.6,-1%,23,1154469,https://www.ratemyprofessors.com/professor/1154469
Craig Schiffert,History,4.5,3.3,-1%,9,1011281,https://www.ratemyprofessors.com/professor/1011281
Claudette Davis,Biology,4.8,3.5,-1%,2,1556272,https://www.ratemyprofessors.com/professor/1556272
Albert Freeman,Theater,3.5,5,-1%,1,1529975,https://www.ratemyprofessors.com/professor/1529975
Mark Watkins,Fine Arts,2.4,2.3,-1%,6,932938,https://www.ratemyprofessors.com/professor/932938
Lincoln Edwards,Biology,4.7,2,-1%,3,1232735,https://www.ratemyprofessors.com/professor/1232735
Lawrence Gary,Social Work,5,4,-1%,1,1456020,https://www.ratemyprofessors.com/professor/1456020
Nathaniel Isong,Business,2,3,-1%,2,1303876,https://www.ratemyprofessors.com/professor/1303876
Steven Fritsche,Accounting,4.8,2.9,-1%,9,793672,https://www.ratemyprofessors.com/professor/793672
Phillip Dixon,Journalism,4.6,3.1,-1%,7,683116,https://www.ratemyprofessors.com/professor/683116
Angel Clarens,Architecture,2.8,4,-1%,2,1206108,https://www.ratemyprofessors.com/professor/1206108
Benjamin Taylor,Science,5,2,-1%,1,1524415,https://www.ratemyprofessors.com/professor/1524415
Kenneth Anderson,Education,4,4,-1%,2,1241589,https://www.ratemyprofessors.com/professor/1241589
Devonne Horsley,Health Science,3.5,2,-1%,1,1488143,https://www.ratemyprofessors.com/professor/1488143
Ayana Shivers,Psychology,2.5,5,-1%,1,1606162,https://www.ratemyprofessors.com/professor/1606162
. Mahedevan,English,3.3,1.4,-1%,5,1002013,https://www.ratemyprofessors.com/professor/1002013
Regina Sims,Psychology,4,2,-1%,3,1505403,https://www.ratemyprofessors.com/professor/1505403
Ralph Twum,Mathematics,4.3,2.8,-1%,4,1092244,https://www.ratemyprofessors.com/professor/1092244
Vankita Brown,Communication,5,2,-1%,1,1579055,https://www.ratemyprofessors.com/professor/1579055
Philip Lucas,Social Work,5,3.3,-1%,3,713549,https://www.ratemyprofessors.com/professor/713549
Donald L King,Psychology,1.5,4.7,-1%,15,484673,https://www.ratemyprofessors.com/professor/484673
. Gnaka,Languages,4.4,1.9,-1%,7,746939,https://www.ratemyprofessors.com/professor/746939
Denise Miller,African Studies,5,3,-1%,1,1393123,https://www.ratemyprofessors.com/professor/1393123
James Craigen,Social Work,4,1,-1%,1,1456015,https://www.ratemyprofessors.com/professor/1456015
Denee Thomas-Mwendwa,Psychology,4.3,3,-1%,4,1199394,https://www.ratemyprofessors.com/professor/1199394
Patricia Young,Fine Arts,4.2,3.2,-1%,5,287439,https://www.ratemyprofessors.com/professor/287439
Shari Wiley,Mathematics,3.8,2.4,-1%,7,1264600,https://www.ratemyprofessors.com/professor/1264600
Fang Wu,Education,4.1,2.5,-1%,4,793553,https://www.ratemyprofessors.com/professor/793553
David Beeks,Languages,4.5,1,-1%,1,1577169,https://www.ratemyprofessors.com/professor/1577169
Russell Adams,Ethnic Studies,3,3,-1%,2,823489,https://www.ratemyprofessors.com/professor/823489
Alfred Smith,Fine Arts,5,5,-1%,1,1572159,https://www.ratemyprofessors.com/professor/1572159
Dodzi Attimu,Mathematics,4,2.5,-1%,2,1043860,https://www.ratemyprofessors.com/professor/1043860
Alfia Khaibullina,Biology,4.5,3,-1%,1,1570017,https://www.ratemyprofessors.com/professor/1570017
Francoise Pfaff,Languages,3,3.2,-1%,5,1193860,https://www.ratemyprofessors.com/professor/1193860
John Anderson,Engineering,3.5,4.6,-1%,5,913730,https://www.ratemyprofessors.com/professor/913730
M.Homayoun Nouramadi,Communication,4.8,3,-1%,2,1539998,https://www.ratemyprofessors.com/professor/1539998
Kourtney Fulton,Mathematics,4.9,2.6,-1%,18,1145911,https://www.ratemyprofessors.com/professor/1145911
Nubia Salaam,Fine Arts,2.4,3.2,-1%,5,1110543,https://www.ratemyprofessors.com/professor/1110543
Andrew Gavil,Law,5,2.5,-1%,2,1458429,https://www.ratemyprofessors.com/professor/1458429
Ronald Raghunandan,Accounting,1.5,3,-1%,1,1448317,https://www.ratemyprofessors.com/professor/1448317
Jason Ganley,Engineering,3.8,3.8,-1%,4,861593,https://www.ratemyprofessors.com/professor/861593
Michele Simms-Burton,Ethnic Studies,2.6,2.7,-1%,7,1241312,https://www.ratemyprofessors.com/professor/1241312
David De Leon,History,3.8,1,-1%,2,1381390,https://www.ratemyprofessors.com/professor/1381390
Andrew Tucker,Spanish,2.7,3.3,-1%,22,333078,https://www.ratemyprofessors.com/professor/333078
Marlena Bremseth,English,4,2.8,-1%,22,1198056,https://www.ratemyprofessors.com/professor/1198056
P. Misra,Physics,3.9,3,-1%,5,795585,https://www.ratemyprofessors.com/professor/795585
Rock Seltzer,Political Science,4.5,2,-1%,1,1552104,https://www.ratemyprofessors.com/professor/1552104
Norma Williams,Biology,3.4,3.4,-1%,8,792113,https://www.ratemyprofessors.com/professor/792113
Guang Yang,Marketing,4.5,1.5,-1%,2,1439066,https://www.ratemyprofessors.com/professor/1439066
Jermaine Junius,Communication,3,3.5,-1%,2,1532402,https://www.ratemyprofessors.com/professor/1532402
Nanaji Jackson,Political Science,2.4,2.8,-1%,21,689939,https://www.ratemyprofessors.com/professor/689939
. Jacobs-Holte,Languages,2.5,2.3,-1%,15,548119,https://www.ratemyprofessors.com/professor/548119
Elizabeth Okigbo,Communication,4,2,-1%,1,1381392,https://www.ratemyprofessors.com/professor/1381392
K Richardson,Languages,3.5,1.8,-1%,12,388490,https://www.ratemyprofessors.com/professor/388490
Duraiswami Sundararaman,Mathematics,2.6,2.8,-1%,11,821551,https://www.ratemyprofessors.com/professor/821551
Ali Diallo,Economics,3.7,1.9,-1%,8,542633,https://www.ratemyprofessors.com/professor/542633
Saud Ahmed,Mathematics,4,2.5,-1%,2,1283426,https://www.ratemyprofessors.com/professor/1283426
Mohamed Warsame,Business,4.3,2.4,-1%,5,1133372,https://www.ratemyprofessors.com/professor/1133372
Vanatta S. Ford,Communication,4.8,2.2,-1%,5,1290446,https://www.ratemyprofessors.com/professor/1290446
Joseph Cannon,Engineering,5,2.2,-1%,5,132182,https://www.ratemyprofessors.com/professor/132182
James Gray,Social Work,5,3,-1%,1,1504223,https://www.ratemyprofessors.com/professor/1504223
Phillip Fanarrah,Finance,4,3,-1%,2,1208255,https://www.ratemyprofessors.com/professor/1208255
Richard Bourgin,Mathematics,2.1,4.2,-1%,15,383083,https://www.ratemyprofessors.com/professor/383083
Winifred Owens-Hart,Art,4.5,5,-1%,1,1422716,https://www.ratemyprofessors.com/professor/1422716
Choa Milambo,Economics,1.4,4.5,-1%,4,1345271,https://www.ratemyprofessors.com/professor/1345271
Dann Broyld,History,4.3,2.5,-1%,2,1368643,https://www.ratemyprofessors.com/professor/1368643
Joycelyn Tate,Communication,3.3,4,-1%,2,1113687,https://www.ratemyprofessors.com/professor/1113687
Brenda Noel,Accounting,3.8,2.8,-1%,4,928673,https://www.ratemyprofessors.com/professor/928673
Ted Roberts,Communication,4,2,-1%,4,628642,https://www.ratemyprofessors.com/professor/628642
Sheronda E. Shearon,Psychology,2.5,2.8,-1%,5,1382740,https://www.ratemyprofessors.com/professor/1382740
Edward Jones,Health Science,3,4,-1%,1,1420255,https://www.ratemyprofessors.com/professor/1420255
Ron Leach,Computer Science,4,5,-1%,2,287389,https://www.ratemyprofessors.com/professor/287389
Pamela Turner,Finance,2.6,4,-1%,8,918620,https://www.ratemyprofessors.com/professor/918620
Tricia Bent-Goodley,Social Work,2.5,5,-1%,1,568013,https://www.ratemyprofessors.com/professor/568013
Nadine Morris,Economics,3,3,-1%,2,1267758,https://www.ratemyprofessors.com/professor/1267758
Edith Jackson,Languages,2,2.4,-1%,16,273495,https://www.ratemyprofessors.com/professor/273495
Chu Ofodile,Mathematics,5,2,-1%,2,1346478,https://www.ratemyprofessors.com/professor/1346478
Charles Ermer,Marketing,4.3,1.8,-1%,10,286381,https://www.ratemyprofessors.com/professor/286381
Ndumbe Anyu,Political Science,3.6,3.3,-1%,4,911439,https://www.ratemyprofessors.com/professor/911439
Victor Eno,Political Science,2.5,2.7,-1%,3,1067678,https://www.ratemyprofessors.com/professor/1067678
Rhea Ballard-Thrower,Law,4,3,-1%,1,1458427,https://www.ratemyprofessors.com/professor/1458427
Oluwasegun Okusanya,Economics,3.3,2.4,-1%,7,822960,https://www.ratemyprofessors.com/professor/822960
MacKenzie Jordan,Communication,3.8,1,-1%,3,1206526,https://www.ratemyprofessors.com/professor/1206526
Matthew Amati,Classics,5,1.3,-1%,4,1193057,https://www.ratemyprofessors.com/professor/1193057
Norman Francis,Biology,5,1,-1%,1,1268122,https://www.ratemyprofessors.com/professor/1268122
Ann Kelly,English,5,3.3,-1%,3,1135384,https://www.ratemyprofessors.com/professor/1135384
Cara Spencer,Philosophy,3.6,3.6,-1%,11,555131,https://www.ratemyprofessors.com/professor/555131
John Parks,African Studies,2.5,3,-1%,2,1427358,https://www.ratemyprofessors.com/professor/1427358
Tianna Sousa-Johnson,Communication,2.8,2.3,-1%,3,1228029,https://www.ratemyprofessors.com/professor/1228029
Tatiana Titarchuk,Chemistry,3.6,3.6,-1%,11,910674,https://www.ratemyprofessors.com/professor/910674
Annette Davis,Freshman Seminar,3,3.3,-1%,3,1201631,https://www.ratemyprofessors.com/professor/1201631
Jui Chang,Accounting,1.9,4.3,-1%,4,1234495,https://www.ratemyprofessors.com/professor/1234495
Raymond Dobard,Art History,4.6,1.3,-1%,8,810606,https://www.ratemyprofessors.com/professor/810606
Myrna Handem,Spanish,1,3,-1%,1,1427857,https://www.ratemyprofessors.com/professor/1427857
Robert Rosenberg,Chemistry,3,4,-1%,6,851855,https://www.ratemyprofessors.com/professor/851855
Sheena Howard,Communication,4.3,1.5,-1%,4,1197406,https://www.ratemyprofessors.com/professor/1197406
M. Kwack,Mathematics,1,4.4,-1%,23,286882,https://www.ratemyprofessors.com/professor/286882
Chizoba Udeorji,Communication,4.3,1,-1%,6,1269128,https://www.ratemyprofessors.com/professor/1269128
Jonathan Ogbonna,Political Science,3.6,1.2,-1%,6,865282,https://www.ratemyprofessors.com/professor/865282
Charles Lewis,Social Work,5,3,-1%,1,1006144,https://www.ratemyprofessors.com/professor/1006144
Rhea Nedd,Political Science,3.9,2.6,-1%,7,944583,https://www.ratemyprofessors.com/professor/944583
Sterling King,Management,2.3,4.5,-1%,2,1312950,https://www.ratemyprofessors.com/professor/1312950
Reggie Ray,Fine Arts,2.4,4.5,-1%,4,736021,https://www.ratemyprofessors.com/professor/736021
Courtney Davis,Mathematics,5,2,-1%,1,1338100,https://www.ratemyprofessors.com/professor/1338100
Anwar Daniels,Business,5,5,-1%,1,906642,https://www.ratemyprofessors.com/professor/906642
Sheryl Brissett-Chapman,Social Work,4,2,-1%,1,811693,https://www.ratemyprofessors.com/professor/811693
Devroy McFarlane,Mathematics,4.4,2.4,-1%,7,1169976,https://www.ratemyprofessors.com/professor/1169976
James Rada,Communication,4.8,2.1,-1%,8,540966,https://www.ratemyprofessors.com/professor/540966
Alison Moses,Languages,1.8,3.4,-1%,5,1169456,https://www.ratemyprofessors.com/professor/1169456
Myung Quack,Mathematics,1,1,-1%,1,1078163,https://www.ratemyprofessors.com/professor/1078163
Amdetsion Kidane,Accounting,1.4,4.7,-1%,7,807891,https://www.ratemyprofessors.com/professor/807891
Billie-Dee Tate,Political Science,4.5,1.7,-1%,3,1326003,https://www.ratemyprofessors.com/professor/1326003
Michael Smith,Business,4.9,1.3,-1%,10,701052,https://www.ratemyprofessors.com/professor/701052
Nicole Taylor,English,4.2,2.5,-1%,15,942653,https://www.ratemyprofessors.com/professor/942653
Ron Harris,Journalism,1.9,5,-1%,4,1350447,https://www.ratemyprofessors.com/professor/1350447
Tamera Izlar,Fine Arts,4,3.4,-1%,5,1141468,https://www.ratemyprofessors.com/professor/1141468
Yehuda Salu,Physics,4.3,2.5,-1%,2,1031850,https://www.ratemyprofessors.com/professor/1031850
Layi Abegunrin,Political Science,3.7,1.7,-1%,9,796340,https://www.ratemyprofessors.com/professor/796340
Effie Boldridge,Languages,1.4,3.7,-1%,7,547603,https://www.ratemyprofessors.com/professor/547603
Holona Ochs,Political Science,4.5,2.5,-1%,4,1193464,https://www.ratemyprofessors.com/professor/1193464
Sophia Nur,Communication,4.5,3.3,-1%,4,1069782,https://www.ratemyprofessors.com/professor/1069782
Ofield Dukes,Communication,2.5,1,-1%,2,1177369,https://www.ratemyprofessors.com/professor/1177369
Frank Wu,Law,4.1,3.8,-1%,4,299839,https://www.ratemyprofessors.com/professor/299839
Keith Alexander,Journalism,3,5,-1%,1,1223248,https://www.ratemyprofessors.com/professor/1223248
Jawad Al- Khal,Mathematics,1.8,3.6,-1%,28,614620,https://www.ratemyprofessors.com/professor/614620
David Hough,Mathematics,3.4,2.9,-1%,11,635324,https://www.ratemyprofessors.com/professor/635324
Ransford Palmer,Economics,1.6,4.3,-1%,4,1039450,https://www.ratemyprofessors.com/professor/1039450
Serge Madhere,Psychology,4.5,3,-1%,1,1303867,https://www.ratemyprofessors.com/professor/1303867
Sterling Pease,Health Science,1.7,3.7,-1%,10,619950,https://www.ratemyprofessors.com/professor/619950
Shahram Zanganeh,Engineering,5,5,-1%,1,1272567,https://www.ratemyprofessors.com/professor/1272567
Robin Marcus,English,3.6,2.6,-1%,19,481192,https://www.ratemyprofessors.com/professor/481192
Jerome Hunt,Political Science,2.3,5,0%,2,1422721,https://www.ratemyprofessors.com/professor/1422721
Lateefa King,Psychology,5,3,-1%,1,2019865,https://www.ratemyprofessors.com/professor/2019865
Elizabeth Bertera,Social Work,4.5,2,-1%,1,1456012,https://www.ratemyprofessors.com/professor/1456012
Kevin Washington,Education,3,4,-1%,1,1957662,https://www.ratemyprofessors.com/professor/1957662
Aaron Treadwell,History,4.5,3,-1%,1,1996548,https://www.ratemyprofessors.com/professor/1996548
Ahlam Shalaby,Engineering,3.5,4,-1%,1,1963600,https://www.ratemyprofessors.com/professor/1963600
Eucharia Madueke,African Studies,4.5,1,-1%,1,1931279,https://www.ratemyprofessors.com/professor/1931279
Angela Pashayan,Women's Studies,0,0,-1%,0,3151127,https://www.ratemyprofessors.com/professor/3151127
Sipho Sithole,Languages,0,0,-1%,0,3048564,https://www.ratemyprofessors.com/professor/3048564
Edgar Jackson Jr,Health & Human Performance,0,0,-1%,0,2999364,https://www.ratemyprofessors.com/professor/2999364
Gossa Dare,Chemistry,0,0,-1%,0,3089418,https://www.ratemyprofessors.com/professor/3089418
Stacy Lowe,Education,0,0,-1%,0,3057397,https://www.ratemyprofessors.com/professor/3057397
Sean Tierney,Communication,0,0,-1%,0,3141256,https://www.ratemyprofessors.com/professor/3141256
Janvier Tchommo,Business,0,0,-1%,0,3140977,https://www.ratemyprofessors.com/professor/3140977
Sheryl Johnson-Ross,Communication,0,0,-1%,0,2733803,https://www.ratemyprofessors.com/professor/2733803
James Lindesay,Physics,0,0,-1%,0,2740988,https://www.ratemyprofessors.com/professor/2740988
Shaolin Liu,Health Science,0,0,-1%,0,2785129,https://www.ratemyprofessors.com/professor/2785129
Joel Coley,Physics,0,0,-1%,0,2640145,https://www.ratemyprofessors.com/professor/2640145
Ziad Foty,Film,0,0,-1%,0,2640208,https://www.ratemyprofessors.com/professor/2640208
Bruce Clark,Computer Science,0,0,-1%,0,2645238,https://www.ratemyprofessors.com/professor/2645238
Janelle Burke,Biology,0,0,-1%,0,2888946,https://www.ratemyprofessors.com/professor/2888946
Kaur Gagandeep ,Chemistry,0,0,-1%,0,2868323,https://www.ratemyprofessors.com/professor/2868323
Pascale Jean,Health Science,0,0,-1%,0,2865822,https://www.ratemyprofessors.com/professor/2865822
Zumba Sy,Mathematics,0,0,-1%,0,2788735,https://www.ratemyprofessors.com/professor/2788735
Raymond   Butcher,Chemistry,0,0,-1%,0,2970874,https://www.ratemyprofessors.com/professor/2970874
Jermaine Young,Political Science,0,0,-1%,0,2962968,https://www.ratemyprofessors.com/professor/2962968
Patrick Plummer,Psychology,0,0,-1%,0,2910641,https://www.ratemyprofessors.com/professor/2910641
Clinton Jones,Writing,0,0,-1%,0,2634678,https://www.ratemyprofessors.com/professor/2634678
Ever King,Psychology,0,0,-1%,0,2200888,https://www.ratemyprofessors.com/professor/2200888
Andrae Brown,Education,0,0,-1%,0,2166035,https://www.ratemyprofessors.com/professor/2166035
Brittany Brooks,English,0,0,-1%,0,2510778,https://www.ratemyprofessors.com/professor/2510778
Dr. Park,Communication,0,0,-1%,0,2481821,https://www.ratemyprofessors.com/professor/2481821
Garland McLaurin,Film,0,0,-1%,0,2446730,https://www.ratemyprofessors.com/professor/2446730
Jimisha Iman,English,0,0,-1%,0,2418271,https://www.ratemyprofessors.com/professor/2418271
William Hyde II,Health & Human Performance,0,0,-1%,0,2416428,https://www.ratemyprofessors.com/professor/2416428
William Hyde II,Health & Human Performance,0,0,-1%,0,2416428,https://www.ratemyprofessors.com/professor/2416428
Joan Payne,Communication,0,0,-1%,0,1388217,https://www.ratemyprofessors.com/professor/1388217
Celeste  Malone,Education,0,0,-1%,0,2063517,https://www.ratemyprofessors.com/professor/2063517
John Reynolds,English,0,0,-1%,0,1313979,https://www.ratemyprofessors.com/professor/1313979
Yanik Rice-Lamb,Journalism,0,0,-1%,0,970338,https://www.ratemyprofessors.com/professor/970338
Edwin Hamilton,Education,0,0,-1%,0,964696,https://www.ratemyprofessors.com/professor/964696
James Gnadt,Psychology,0,0,-1%,0,956542,https://www.ratemyprofessors.com/professor/956542
Julia Jordan Zachery,Political Science,0,0,-1%,0,892472,https://www.ratemyprofessors.com/professor/892472
Stephen Bullock,Business,0,0,-1%,0,884457,https://www.ratemyprofessors.com/professor/884457
Kobi Abayomi,Mathematics,0,0,-1%,0,1981922,https://www.ratemyprofessors.com/professor/1981922
Grant Warner,Engineering,0,0,-1%,0,1831066,https://www.ratemyprofessors.com/professor/1831066
Majid Ali,Health Science,0,0,-1%,0,795881,https://www.ratemyprofessors.com/professor/795881
David Carlisle,Classics,0,0,-1%,0,1436624,https://www.ratemyprofessors.com/professor/1436624
Zachary Woodford,Mathematics,0,0,-1%,0,1545298,https://www.ratemyprofessors.com/professor/1545298
Cudore Snell,Social Work,0,0,-1%,0,1456026,https://www.ratemyprofessors.com/professor/1456026
Michael Lamb,Social Work,0,0,-1%,0,1456022,https://www.ratemyprofessors.com/professor/1456022
Marquessa Brown,Social Work,0,0,-1%,0,1456014,https://www.ratemyprofessors.com/professor/1456014
Annie Brown,Social Work,0,0,-1%,0,1456013,https://www.ratemyprofessors.com/professor/1456013
Angelina Amadou,Physics,0,0,-1%,0,2023390,https://www.ratemyprofessors.com/professor/2023390
Bentley Reid,Health Science,0,0,-1%,0,1672540,https://www.ratemyprofessors.com/professor/1672540
Robert Sulkosky,English,0,0,-1%,0,3162542,https://www.ratemyprofessors.com/professor/3162542
Enock  Magack,Communication,0,0,-1%,0,3163806,https://www.ratemyprofessors.com/professor/3163806
Matthew Lyskawa,Arts & Sciences,0,0,-1%,0,3233219,https://www.ratemyprofessors.com/professor/3233219
Carol Dyson,Fine Arts,0,0,-1%,0,3163233,https://www.ratemyprofessors.com/professor/3163233
Justin  Wilson,Health Science,0,0,-1%,0,3101245,https://www.ratemyprofessors.com/professor/3101245
Soomin Park,Business,0,0,-1%,0,3100893,https://www.ratemyprofessors.com/professor/3100893
Dr Sabrina Altema,Health Science,0,0,-1%,0,3094854,https://www.ratemyprofessors.com/professor/3094854
Jo Spiker,Design,0,0,-1%,0,3116045,https://www.ratemyprofessors.com/professor/3116045
Maryan Ali,Languages,0,0,-1%,0,3114691,https://www.ratemyprofessors.com/professor/3114691
Tuneen Chisolm,Law,0,0,-1%,0,3109473,https://www.ratemyprofessors.com/professor/3109473
Tigist Engdaw,Political Science,0,0,-1%,0,3092081,https://www.ratemyprofessors.com/professor/3092081
Greg Thomas,English,0,0,-1%,0,3090437,https://www.ratemyprofessors.com/professor/3090437
greg thomas,African-American Studies,0,0,-1%,0,3132695,https://www.ratemyprofessors.com/professor/3132695
Erin  Golden ,English,0,0,-1%,0,3052409,https://www.ratemyprofessors.com/professor/3052409
Lisette Kernizan,Mathematics,0,0,-1%,0,3051677,https://www.ratemyprofessors.com/professor/3051677
Dr.Wenjie Che,Engineering,0,0,-1%,0,3001898,https://www.ratemyprofessors.com/professor/3001898
Einstein Mathews,Mathematics,0,0,-1%,0,2496419,https://www.ratemyprofessors.com/professor/2496419
Roberto DeLeo,Mathematics,0,0,-1%,0,2814827,https://www.ratemyprofessors.com/professor/2814827
Shelita Snyder,Social Work,0,0,-1%,0,1456027,https://www.ratemyprofessors.com/professor/1456027
Joseph Coley,Physics,0,0,-1%,0,2526893,https://www.ratemyprofessors.com/professor/2526893
Amirhossein Behbahani,Economics,0,0,-1%,0,2534657,https://www.ratemyprofessors.com/professor/2534657
Kanika Magee,Business,0,0,-1%,0,2517829,https://www.ratemyprofessors.com/professor/2517829
Stacey Patton,Film,0,0,-1%,0,2838842,https://www.ratemyprofessors.com/professor/2838842
Natalia Kazaryan,Music,0,0,-1%,0,2636215,https://www.ratemyprofessors.com/professor/2636215
John Harris,Writing,0,0,-1%,0,2634676,https://www.ratemyprofessors.com/professor/2634676
Le Do,Chemistry,0,0,-1%,0,2642858,https://www.ratemyprofessors.com/professor/2642858
Noura  .Benabdelouahab,Languages,0,0,-1%,0,3009330,https://www.ratemyprofessors.com/professor/3009330
Aida  Tristan,Spanish,0,0,-1%,0,3004636,https://www.ratemyprofessors.com/professor/3004636
Sally Amankwah,Sociology,0,0,-1%,0,2860262,https://www.ratemyprofessors.com/professor/2860262
Kolapo Abimbola,Philosophy,0,0,-1%,0,2580872,https://www.ratemyprofessors.com/professor/2580872
Loren Collier,History,0,0,-1%,0,2263947,https://www.ratemyprofessors.com/professor/2263947
Abhijit  Roy,Business,0,0,-1%,0,2977978,https://www.ratemyprofessors.com/professor/2977978
Reginald Pointer,Fine Arts,0,0,-1%,0,2969263,https://www.ratemyprofessors.com/professor/2969263
Wladimir  Charles ,Nursing,0,0,-1%,0,2964947,https://www.ratemyprofessors.com/professor/2964947
Gregory Tien Hung,Economics,0,0,-1%,0,2717458,https://www.ratemyprofessors.com/professor/2717458
Laura Kitchiner ,Art History,0,0,-1%,0,2946418,https://www.ratemyprofessors.com/professor/2946418
Pamela Brown- White,Health Science,0,0,-1%,0,2942858,https://www.ratemyprofessors.com/professor/2942858
Andy Anietie,Computer Science,0,0,-1%,0,2915399,https://www.ratemyprofessors.com/professor/2915399
Cheryl  Miller,Design,0,0,-1%,0,2942959,https://www.ratemyprofessors.com/professor/2942959
Ntekim Oyonomo,Nutritional Sciences,0,0,-1%,0,2529385,https://www.ratemyprofessors.com/professor/2529385
Kyle Murdock,Communication,0,0,-1%,0,2317862,https://www.ratemyprofessors.com/professor/2317862
Tina Wood,Philosophy,0,0,-1%,0,2354372,https://www.ratemyprofessors.com/professor/2354372
