Course_Code,Section,Course_Name,Status,Instructor,Room,Days,Time
MUSC 010,1,Music History I,Open,Matthew Franke,LVC-303,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
MUSC 012,1,Music History III,Open,Matthew Franke,LVC-303,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MUSC 100,1,Introduction to Music,Open,Clarke Randolph,LVC-300,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
MUSC 100,2,Introduction to Music,Open,Clarke Randolph,LVC-300,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
MUSC 100,3,Introduction to Music,Open,Clarke Randolph,LVC-300,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
MUSC 100,4,Introduction to Music,Open,Clarke Randolph,LVC-300,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MUSC 100,5,Introduction to Music,Open,Amyr Joyner,LVC-308,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
MUSC 100,6,Introduction to Music,Open,Amyr Joyner,LVC-308,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
MUSC 110,1,Global Popular Music,Open,Matthew Franke,LVC-308,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
MUSC 207,1,Individual Research,Open,Matthew Franke,N/A,N/A,N/A
MUSD 051-1 - Elementary Choral Conducting,N/A,Elementary Choral Conducting,Open,Eric Poole,LVC-306,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MUSE 001,1,Piano for Non-majors I,Closed,Natalia Kazaryan,LVC-304,Tuesday,11:10 AM - 12:00 PM
MUSE 002,1,Piano for Non-majors II,Open,Natalia Kazaryan,LVC-304,Thursday,11:10 AM - 12:00 PM
MUSE 003,1,Fundamentals of Piano,Open,Natalia Kazaryan,LVC-304,"Tuesday, Thursday",1:40 PM - 2:30 PM
MUSE 003,5,Fundamentals of Piano,Open,Stephen Gibson,LVC-304,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MUSE 011,1,Functional Piano I,Open,Stephen Gibson,LVC-304,"Monday, Wednesday",10:10 AM - 11:00 AM
MUSE 012,1,Functional Piano II,Open,Stephen Gibson,LVC-304,"Monday, Wednesday",9:10 AM - 10:00 AM
MUSE 021,1,Functional Piano III,Open,Stephen Gibson,LVC-304,"Monday, Wednesday",12:10 PM - 1:00 PM
MUSE 051,2,Piano Proficiency Exam,Open,Natalia Kazaryan,N/A,N/A,N/A
MUSE 111,1,Piano Minor I,Open,Natalia Kazaryan,N/A,N/A,N/A
MUSE 111,2,Piano Minor I,Open,Stephen Gibson,N/A,N/A,N/A
MUSE 111,3,Piano Minor I,Open,Katherine Todd Young,N/A,N/A,N/A
MUSE 160,1,Collaborative Piano I,Open,Natalia Kazaryan,N/A,N/A,N/A
MUSE 161,1,Large Piano Ensemble,Open,Katherine Todd Young,LVC-3027,"Tuesday, Thursday",8:10 AM - 9:30 AM
MUSE 161,3,Large Piano Ensemble,Open,Katherine Todd Young,LVC-3027,"Tuesday, Thursday",11:10 AM - 12:30 PM
MUSE 211,1,Piano Major,Open,Natalia Kazaryan,N/A,N/A,N/A
MUSF 100,1,Organ Instruction,Open,Mickey Terry,N/A,N/A,N/A
MUSF 111,1,Organ Minor,Open,Mickey Terry,N/A,N/A,N/A
MUSG 111,1,Voice Minor,Open,Angela Powell Walker,N/A,N/A,N/A
MUSG 111,2,Voice Minor,Open,Valerie Eichelberger,N/A,N/A,N/A
MUSG 111,3,Voice Minor,Open,Eric Poole,N/A,N/A,N/A
MUSG 111,4,Voice Minor I,Open,Kishna C Fowler,N/A,N/A,N/A
MUSG 111,5,Voice Minor,Open,Queade Dweh,N/A,N/A,N/A
MUSG 111,6,Voice Minor,Open,Jasmine Jacobs,N/A,N/A,N/A
MUSG 121,1,Voice Minor III,Open,Queade Dweh,N/A,N/A,N/A
MUSG 132,1,Voice Minor VI,Open,Jasmine Jacobs,N/A,N/A,N/A
MUSG 171,1,Opera Ens. Workshop I,Open,Angela Powell Walker,LVC-303,"Tuesday, Thursday",3:40 PM - 5:00 PM
MUSG 211,2,Voice Major,Open,Angela Powell Walker,N/A,N/A,N/A
MUSG 211,3,Voice Major,Open,Valerie Eichelberger,N/A,N/A,N/A
MUSG 211,4,Voice Major,Open,Eric Poole,N/A,N/A,N/A
MUSG 211,5,Voice Major,Open,Kishna C Fowler,N/A,N/A,N/A
MUSH 011,1,Instrumental Improv Lower Level,Open,Paul Carr,LVC-B002 (Band Room),"Tuesday, Thursday",9:40 AM - 11:00 AM
MUSH 011,2,Improvisation Vocal Lower Level,Open,Reginald Bowens,LVC-306,"Tuesday, Thursday",11:10 AM - 12:30 PM
MUSH 021,2,Improvisation Upper Level,Open,Cyrus Chestnut,LVC-B002 (Band Room),"Tuesday, Thursday",11:10 AM - 12:30 PM
MUSI 001,1,Seminar in Music Business,Open,Valerie Eichelberger,LVC-3027,Monday,1:10 PM - 2:00 PM
MUSI 016,1,Jazz Keyboard Harmony,Open,Cyrus Chestnut,N/A,N/A,N/A
MUSI 031,1,Intro to Entertainment Law,Open,Marcus Johnson,LVC-308,Tuesday,6:10 PM - 8:00 PM
MUSI 033,1,Entrepreneur Entertain Industry,Open,Autumn McDonald,LVC-305,Wednesday,6:10 PM - 8:30 PM
MUSI 035,1,Marketing for the Arts,Open,Autumn McDonald,LVC-305,Thursday,6:10 PM - 8:30 PM
MUSI 037,1,Mgmt.&Organ. Behavior for Arts,Open,Autumn McDonald,LVC-305,Thursday,2:10 PM - 4:30 PM
MUSI 076,1,Intro to Music Technology I,Open,Guericke Royal,LVC-330 (Technology Lab),"Tuesday, Thursday",11:10 AM - 12:30 PM
MUSI 101,1,Jazz Theory I,Open,Guericke Royal,LVC-330 (Technology Lab),"Tuesday, Thursday",8:10 AM - 9:40 AM
MUSI 102,1,Jazz Theory II,Open,Guericke Royal,LVC-330 (Technology Lab),"Tuesday, Thursday",9:40 AM - 11:00 AM
MUSI 110,1,Jazz History,Open,Sais Kamalidiin,LVC-308,"Tuesday, Thursday",11:10 AM - 12:30 PM
MUSI 183,1,Jazz Arranging I,Open,Guericke Royal,LVC-330 (Technology Lab),Wednesday,1:10 PM - 3:30 PM
MUSJ 103,1,Practicum II,Open,Keva Melvin,N/A,N/A,N/A
MUSJ 111,1,Practicum I,Open,Lora Robinson,N/A,N/A,N/A
MUSJ 116,1,Practicum III,Open,Keva Melvin,N/A,N/A,N/A
MUSJ 121,1,Senior Practicum,Open,Lora Robinson,N/A,N/A,N/A
MUSJ 122,1,Independent Study,Open,Lora Robinson,N/A,Wednesday,3:00 PM - 4:30 PM
MUSL 100,1,Violin Instruction,Open,Timothy Macek,N/A,N/A,N/A
MUSL 111,1,Violin Minor,Open,Timothy Macek,N/A,N/A,N/A
MUSL 211,1,Violin Major,Open,Timothy Macek,N/A,N/A,N/A
MUSN 100,1,String Bass Instruction,Open,Carroll Dashiell Jr,N/A,N/A,N/A
MUSN 111,1,String Bass Minor,Open,Carroll Dashiell Jr,N/A,N/A,N/A
MUSO 100,1,Guitar Instruction,Closed,Thomas Lagana,N/A,N/A,N/A
MUSO 111,1,Guitar Minor,Open,Thomas Lagana,N/A,N/A,N/A
MUSO 211,1,Guitar Major,Open,Thomas Lagana,N/A,N/A,N/A
MUSP 100,1,Flute Instruction,Open,Sais Kamalidiin,N/A,N/A,N/A
MUSQ 111,1,Saxophone Minor,Open,Paul Carr,N/A,N/A,N/A
MUSQ 211,1,Saxophone Major,Open,Paul Carr,N/A,N/A,N/A
MUSS 100,1,Trumpet Instruction,Open,Guericke Royal,N/A,N/A,N/A
MUSU 100,1,Trombone Instruction,Open,Christopher Steele,N/A,N/A,N/A
MUSU 111,1,Trombone Minor,Open,Christopher Steele,N/A,N/A,N/A
MUSU 211,1,Trombone Major I,Open,Christopher Steele,N/A,N/A,N/A
MUSW 111,1,Percussion Minor,Open,Christopher Barrick,N/A,N/A,N/A
MUSW 211,1,Percussion Major,Open,Christopher Barrick,N/A,N/A,N/A
MUSX 011,1,Percussion Ensemble,Open,Christopher Barrick,LVC-B004 (Percussion Room),"Monday, Friday",1:10 PM - 2:00 PM
MUTG 011,1,Marching Band I,Open,Chancellor Mills,LVC-B002 (Band Room),"Monday, Tuesday, Wednesday, Thursday, Friday",7:00 PM - 9:00 PM
MUTH 111,1,Concert Band I,Open,Chancellor Mills,LVC-B002 (Band Room),"Monday, Tuesday, Wednesday, Thursday",5:30 PM - 7:00 PM
MUTJ 011,1,Orchestra,Open,Timothy Macek,LVC-300,Saturday,10:00 AM - 12:30 PM
MUTL 011,1,University Choir I,Open,Eric Poole,LVC-300,"Monday, Wednesday",3:10 PM - 4:00 PM
MUTM 011,1,University Chorale,Open,Eric Poole,LVC-300,"Monday, Wednesday",4:10 PM - 6:00 PM
MUTO 112,1,Senior Recital,Open,Carroll Dashiell Jr,N/A,N/A,N/A
MUTP 100,1,Blacks in the Arts,Waitlist,Mickey Terry,LVC-308,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
MUTP 100,2,Blacks in the Arts,Waitlist,Mickey Terry,LVC-308,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MUTP 100,3,Blacks in the Arts,Waitlist,Mickey Terry,LVC-308,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
MUTP 209,1,Music Internship,Open,Valerie Eichelberger,LVC-303,Monday,12:10 PM - 1:00 PM
MUTS 121,1,Clarinet Minor III,Open,Terrell Ambrose,LVC-3027,Thursday,4:00 PM - 5:00 PM
MUTV 111,1,Jazz Vocal Workshop,Open,Connaitre Miller,LVC-306,"Tuesday, Thursday",3:40 PM - 6:30 PM
MUTV 111,2,Jazz Vocal Workshop,Open,Reginald Bowens,LVC-306,"Tuesday, Thursday",2:10 PM - 3:30 PM
MUTV 111,3,Jazz Vocal Workshop,Open,Shacara Rogers-West,LVC-303,"Tuesday, Thursday",2:10 PM - 3:30 PM
MUTW 111,1,Voice for Jazz Studies,Open,Connaitre Miller,N/A,N/A,N/A
MUTW 111,2,Voice for Jazz Studies,Open,Reginald Bowens,N/A,N/A,N/A
MUTW 111,3,Voice for Jazz Studies,Open,Christie Dashiell,N/A,N/A,N/A
MUTW 111,4,Voice for Jazz Studies,Open,Shacara Rogers-West,N/A,N/A,N/A
MUTX 111,1,Jazz Piano,Open,Cyrus Chestnut,N/A,N/A,N/A
NAHS 171,1,Anatomy and Phys I,Closed,Yaminah Gilles,N/A,"Monday, Wednesday",10:10 AM - 12:00 PM
NAHS 171,3,Anatomy and Phys I,Closed,Chantel Brooks,N/A,"Monday, Wednesday",3:00 PM - 5:00 PM
NURS 304,1,Pathophysiology,Open,Ghislaine Barry,801 NC Multipurpose,Tuesday,9:10 AM - 12:00 PM
NURS 307,1,Health Assessment/Lifespan,Open,Nkechi Enwerem,801 NC Multipurpose,Monday,9:10 AM - 11:00 AM
NURS 320,1,Fundamentals of Nursing,Open,Patricia Raymond,801 NC Multipurpose,Wednesday,9:10 AM - 12:00 PM
NURS 321,1,Intro to Profess Nursing Prac,Open,Arlene Venable,801 NC Multipurpose,Friday,10:10 AM - 12:00 PM
NURS 403,1,Nursing Research,Open,Cassandre Jean-Antoine,801 NC Multipurpose,Monday,4:30 PM - 6:30 PM
NURS 412,1,Nursing Infants and Children,Open,MELODYE NEAL,801 NC Multipurpose,Monday,1:10 PM - 4:00 PM
NURS 419,1,"Death, Grief & Bereavement",Open,Mary Shahady,801 NC Multipurpose,Thursday,3:10 PM - 6:00 PM
NURS 421,1,Psychiatric Mental Health Nurs,Open,Tiffany Simmons,N/A,"Tuesday, Wednesday",7:30 AM - 4:00 PM
NURS 431,1,Health Policy and Economics,Open,Lisa Brace,801 NC Multipurpose,Thursday,1:10 PM - 3:00 PM
NURS 435,1,Critical Care Elective,Closed,Mary Shahady,801 NC-807,Wednesday,4:30 PM - 6:30 PM
NUTR 130,1,Nutritional Biochemistry,Open,Oyonumo Ntekim,801 NC-909,Tuesday,9:10 AM - 12:00 PM
NUTR 161,1,Introduction to Nutrition,Closed,Daphene Altema-Johnson,801 NC Multipurpose,Tuesday,5:10 PM - 8:00 PM
NUTR 161,2,Introduction to Nutrition,Closed,Cinda Catching,801 NC Multipurpose,Wednesday,3:40 PM - 6:30 PM
NUTR 161,3,Introduction to Nutrition,Closed,Tahar Hajri,801 NC-907,Tuesday,1:10 PM - 4:00 PM
NUTR 161,4,Intro to Nutrition (HD-DCP),Open,Linda Thompson,N/A,Wednesday,5:30 PM - 7:00 PM
NUTR 175,1,Advanced Nutrition,Open,Oyonumo Ntekim,801 NC-523,Tuesday,2:10 PM - 5:00 PM
NUTR 183,1,Community Nutrition,Open,Daphene Altema-Johnson,801 NC-524,Thursday,5:10 PM - 8:00 PM
NUTR 310,1,Intro. to Diet and Nutr Edu,Open,Chimene Castor,801 NC-907,Thursday,4:10 PM - 7:00 PM
NUTR 312,1,Foodsrv Systems Mgmt,Open,Keilia Phillips,N/A,Tuesday,9:40 AM - 12:30 PM
NUTR 323,1,Evaluation of Nutrition Status,Open,Keilia Phillips,N/A,Tuesday,5:10 PM - 8:00 PM
NUTR 413,1,Medical Nutrition Therapy II,Open,N/A,N/A,N/A,N/A
NUTR 416,1,Res Meth in Nutrition,Open,Chimene Castor,801 NC-523,Monday,4:40 PM - 7:30 PM
NUTR 417,1,Nutr. in Hlth. & Dis.,Open,Cinda Catching,801 NC-522,Tuesday,1:10 PM - 4:00 PM
OCCP 423,1,Child Health Issues,Open,Joylynne Wills,N/A,Monday,9:00 AM - 12:00 PM
OCCP 424,1,Introduction to OT,Open,Judith Adams,N/A,N/A,N/A
PHIL 051,1,Principles of Reasoning,Closed,Joseph Asike,LKH-202,"Tuesday, Thursday",11:10 AM - 12:30 PM
PHIL 051,5,Principles of Reasoning,Open,Olanrewaju Shitta-Bey,LKH-118,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
PHIL 051,6,Principles of Reasoning,Open,Olanrewaju Shitta-Bey,LKH-105/107,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
PHIL 051,7,Principles of Reasoning,Waitlist,Olanrewaju Shitta-Bey,DGH-207,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHIL 051,8,Principles of Reasoning,Closed,Olanrewaju Shitta-Bey,LKH-200,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
PHIL 051,9,Principles of Reasoning,Closed,John Stigall,LKH-105/107,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHIL 051,10,Principles of Reasoning,Closed,John Stigall,LKH-105/107,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
PHIL 051,11,Principles of Reasoning,Open,John Stigall,DGH-110,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHIL 051,12,Principles of Reasoning,Closed,Joseph Asike,DGH-17,"Tuesday, Thursday",9:40 AM - 11:00 AM
PHIL 055,1,Intro to Philosophy,Closed,Patrick Goodin,N/A,"Tuesday, Thursday",3:40 PM - 5:00 PM
PHIL 055,2,Intro to Philosophy,Closed,Patrick Goodin,N/A,"Tuesday, Thursday",5:10 PM - 6:40 PM
PHIL 055,3,Intro to Philosophy,Closed,Kolapo Abimbola,LKH-118,"Tuesday, Thursday",9:40 AM - 11:00 AM
PHIL 055,5,Intro to Philosophy,Closed,Kolapo Abimbola,DGH-106,"Tuesday, Thursday",12:40 PM - 2:00 PM
PHIL 055,6,Intro to Philosophy,Closed,Reese Faust,DGH-218,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
PHIL 055,7,Intro to Philosophy,Closed,Reese Faust,LKH-105/107,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHIL 055,8,Intro to Philosophy,Closed,Reese Faust,DGH-114,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHIL 055,9,Intro to Philosophy,Closed,Reese Faust,LKH-B2,"Tuesday, Thursday",12:40 PM - 2:00 PM
PHIL 055,14,Intro to Philosophy,Closed,Dimiter Kirilov,DGH-218,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHIL 055,15,Intro to Philosophy,Closed,Dimiter Kirilov,DGH-207,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
PHIL 055,16,Intro to Philosophy,Closed,DeeAnn Spicer,DGH-17,"Tuesday, Thursday",11:10 AM - 12:30 PM
PHIL 057,1,Intro to Ethics,Open,Joey Jebari,DGH-113,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 057,2,Intro to Ethics,Waitlist,Joey Jebari,DGH-114,"Tuesday, Thursday",3:40 PM - 5:00 PM
PHIL 057,3,Intro to Ethics,Waitlist,Anika Simpson,LKH-202,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
PHIL 057,4,Intro to Ethics,Waitlist,Anika Simpson,DGH-114,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHIL 057,5,Intro to Ethics,Waitlist,Anika Simpson,DGH-17,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 057,6,Intro to Ethics,Waitlist,Anika Simpson,LKH-P08,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
PHIL 057,7,Intro to Ethics,Waitlist,Savannah Pearlman,LKH-202,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHIL 057,8,Intro to Ethics,Closed,Savannah Pearlman,DGH-17,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHIL 057,9,Intro to Ethics,Closed,Savannah Pearlman,DGH-106,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHIL 057,10,Intro to Ethics,Closed,Savannah Pearlman,DGH-212,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHIL 082,1,Representative Thinkers,Open,DeeAnn Spicer,DGH-122,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 116,1,Intro to Interdisciplinary Bio,Open,Assya Pascalev,DGH-101,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 141,2,"Topics in Philosophy of Language: (Slurs, Slang & Swear Words)",Closed,DeeAnn Spicer,DGH-112,"Tuesday, Thursday",9:40 AM - 11:00 AM
PHIL 147,1,Ethics & Public Policy,Closed,Joey Jebari,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
PHIL 150,3,Epistemology,Closed,Dimiter Kirilov,DGH-19,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHIL 164,1,Logic for Lawyers,Closed,John Stigall,LKH-P08,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 179,1,History of Africana Philosophy,Closed,Kolapo Abimbola,DGH-19,"Tuesday, Thursday",11:10 AM - 12:30 PM
PHIL 183,1,Seminar on Aristotle,Open,Patrick Goodin,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
PHIL 196,1,Senior Colloquium,Waitlist,Assya Pascalev,DGH-108,"Tuesday, Thursday",11:10 AM - 12:30 PM
PHYS 001,1,Gen Phys-Lec-Rec-Lab I,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 001,2,Gen Phys-Lec-Rec-Lab I,Waitlist,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 001,3,Gen Phys-Lec-Rec-Lab I,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 001,4,Gen Phys-Lec-Rec-Lab I,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 001,5,Gen Phys-Lec-Rec-Lab I,Closed,Sidi Maiga,BNB-B05,"Monday, Wednesday",6:10 PM - 7:30 PM
PHYS 001,6,Gen Phys-Lec-Rec-Lab I,Closed,Sidi Maiga,BNB-B05,"Monday, Wednesday",6:10 PM - 7:30 PM
PHYS 001,7,Gen Phys-Lec-Rec-Lab I,Closed,Sidi Maiga,BNB-B05,"Monday, Wednesday",6:10 PM - 7:30 PM
PHYS 001,8,Gen Phys-Lec-Rec-Lab I,Waitlist,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
PHYS 001,9,Gen Phys-Lec-Rec-Lab I,Closed,Dragana Tankosic,BNA-A03,Monday,4:10 PM - 6:00 PM
PHYS 001,10,Gen Phys-Lec-Rec-Lab I,Closed,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
PHYS 001,11,Gen Phys-Lec-Rec-Lab I,Closed,Dragana Tankosic,BNA-A03,Monday,11:10 AM - 1:00 PM
PHYS 001,12,Gen Phys-Lec-Rec-Lab I,Closed,Sidi Maiga,BNB-B05,"Monday, Wednesday",6:10 PM - 7:30 PM
PHYS 002,1,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHYS 002,2,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHYS 002,3,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHYS 002,4,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHYS 002,5,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNA-A07,Monday,1:10 PM - 3:00 PM
PHYS 002,6,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHYS 002,7,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHYS 002,8,Gen Phys-Lec-Rec-Lab,Open,Tibebu Ayalew,BNB-B05,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHYS 008,1,Physics for Architects,Open,Dawit Hailu,BNA-A07,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 010,1,General Astronomy,Open,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
PHYS 013,5,Phys for Sci & Engr Lec I,Open,Sidi Maiga,BNB-B05,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
PHYS 013,6,Phys for Sci & Engr Lec I,Open,Sidi Maiga,BNB-B05,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
PHYS 013,7,Phys for Sci & Engr Lec I,Open,Sidi Maiga,BNB-B05,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
PHYS 013,8,Phys for Sci & Engr Lec I,Open,Sidi Maiga,BNB-B05,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
PHYS 013,11,Phys for Sci & Engr Lec I,Open,Dragana Tankosic,BNC-C06,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHYS 014,1,Phys for Sci & Engr Lec II,Waitlist,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHYS 014,2,Phys for Sci & Engr Lec II,Waitlist,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHYS 014,3,Phys for Sci & Engr Lec II,Open,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHYS 014,4,Phys for Sci & Engr Lec II,Open,Dragana Tankosic,BNB-B05,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHYS 015,1,Intro to Modern Physics,Open,James Lindesay,BNC-C06,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 023,1,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Friday,3:10 PM - 5:00 PM
PHYS 023,2,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Wednesday,1:10 PM - 3:00 PM
PHYS 023,3,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Thursday,3:10 PM - 5:00 PM
PHYS 023,4,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Wednesday,3:10 PM - 5:00 PM
PHYS 023,5,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Monday,1:10 PM - 3:00 PM
PHYS 023,6,Phys for Sci & Engr Lab I,Open,Sidi Maiga,BNA-A03,Friday,1:10 PM - 3:00 PM
PHYS 023,7,Phys for Sci & Engr Lab I,Open,Sidi Maiga,N/A,N/A,N/A
PHYS 024,1,Phys for Sci & Engr Lab II,Open,Sidi Maiga,BNA-A07,Tuesday,3:10 PM - 5:00 PM
PHYS 024,2,Phys for Sci & Engr Lab II,Open,Sidi Maiga,BNA-A07,Thursday,3:10 PM - 5:00 PM
PHYS 024,3,Phys for Sci & Engr Lab II,Waitlist,Sidi Maiga,BNA-A07,Wednesday,11:10 AM - 1:00 PM
PHYS 024,4,Phys for Sci & Engr Lab II,Open,Sidi Maiga,BNA-A07,Monday,3:10 PM - 5:00 PM
PHYS 024,5,Phys for Sci & Engr Lab II,Waitlist,Sidi Maiga,N/A,N/A,N/A
PHYS 025,1,Phys for Sci & Engr Lab III,Open,Sidi Maiga,N/A,N/A,N/A
PHYS 084,3,Directed Readings for Sophs I,Open,Antonio Levy,N/A,N/A,N/A
PHYS 088,6,Directed Readings for Jr. I,Open,Antonio Levy,N/A,N/A,N/A
PHYS 140,1,Introduction to Astronomy and Astrophysics,Open,Joel Coley,BNC-C08,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
PHYS 154,1,Intro Computational Phys I,Open,Marcus Alfred,BNA-A07,"Monday, Wednesday",8:40 AM - 10:00 AM
PHYS 174,1,Introduction to Biophysics,Open,James Lindesay,BNA-A01,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
PHYS 178,1,Electricity & Magnetism I,Waitlist,Marcus Alfred,BNA-A01,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
PHYS 182,1,Physical Mechanics I,Open,Prabhakar Misra,BNA-A01,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
PHYS 190,1,Quantum Physics I,Open,Sugata Chowdhury,BNA-A01,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
PHYS 192,1,Intro to Mathematical Physics,Open,Tristan Hubsch,BNC-C06,"Monday, Wednesday",8:40 AM - 10:00 AM
PHYS 196,1,Senior Thesis,Open,Marcus Alfred,N/A,N/A,N/A
PHYS 990,2,Co-op Physics,Open,Quinton Williams,N/A,N/A,N/A
POLS 002,1,Intro to Research in Pol Sci,Closed,Richard Seltzer,DGH-103,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
POLS 002,7,Intro to Research in Pol Sci,Closed,Mazaher Koruzhde,DGH-120,"Tuesday, Thursday",9:40 AM - 11:00 AM
POLS 002,8,Intro to Research in Pol Sci,Closed,Mazaher Koruzhde,DGH-103,"Tuesday, Thursday",2:10 PM - 3:30 PM
POLS 003,1,Intro to Comp Politics,Closed,David Dixon,DGH-103,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
POLS 003,3,Intro to Comp Politics,Closed,Babajide Tella,DGH-103,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
POLS 003,8,Intro to Comp Politics,Closed,Jermaine Young,EJH-G09A,"Tuesday, Thursday",11:10 AM - 12:30 PM
POLS 004,1,Intro to Political Theory,Closed,Mona Oraby,DGH-103,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
POLS 005,1,Intro to African Politics,Waitlist,Babajide Tella,DGH-101,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
POLS 005,2,Intro to African Politics,Closed,Babajide Tella,DGH-101,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
