Course_Code,Section,Course_Name,Status,Instructor,Room,Days,Time
EGPP 422,1,Ethical and Responsible AI,Open,Talitha Washington,LKD-2113/2117B,"Tuesday, Thursday",11:10 AM - 12:30 PM
EGPP 493,1,Bison Startup,Open,Legand Burge,LKD-2119,Tuesday,6:30 PM - 8:30 PM
ENGL 009,2,Tech Writing Pre-Professional,Closed,Travis Sharp,DGH-101,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 009,3,Tech Writing Pre-Professional,Closed,Travis Sharp,DGH-214,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 009,4,Tech Writing Pre-Professional,Closed,Shantay Robinson,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGL 009,5,Tech Writing Pre-Professional,Closed,Shantay Robinson,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 009,6,Tech Writing Pre-Professional,Closed,Ja'La Wourman,MIN-124,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 009,7,Tech Writing Pre-Professional,Closed,Susan Mockler,LKH-244,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGL 009,8,Tech Writing Pre-Professional,Closed,Susan Mockler,ILH-118,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 009,10,Tech Writing Pre-Professional,Closed,Thomas Ohno-Machado,DGH-106,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 009,11,Tech Writing Pre-Professional,Closed,Orrieann Florius,N/A,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
ENGL 009,12,Tech Writing Pre-Professional,Closed,Nico Penaranda,DGH-101,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGL 009,13,Tech Writing Pre-Professional,Closed,Nico Penaranda,LKH-118,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 009,14,Tech Writing Pre-Professional,Closed,John Harris,DGH-113,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 009,15,Tech Writing Pre-Professional,Closed,John Harris,DGH-114,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 009,16,Tech Writing Pre-Professional,Closed,John Harris,UGL-L010,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 009,17,Tech Writing Pre-Professional,Closed,Brianna Rae Johns,N/A,Wednesday,6:30 PM - 9:00 PM
ENGL 009,18,Tech Writing Pre-Professional,Open,Brianna Rae Johns,N/A,Thursday,6:30 PM - 9:00 PM
ENGL 009,19,Tech Writing Pre-Professional,Closed,Thomas Ohno-Machado,UGL-L010,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 009,23,Tech Writing Pre-Professional,Closed,Ashley Plack O'Donnell,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 009,24,Tech Writing Pre-Professional,Closed,Ashley Plack O'Donnell,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 009,25,Tech Writing Pre-Professional,Closed,Ashley Plack O'Donnell,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 010,1,Tech Writing Pre-Law Students,Closed,Antoinette Barksdale,LKH-257,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGL 010,2,Tech Writing Pre-Law Students,Closed,Antoinette Barksdale,LKH-253,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
ENGL 010,3,Tech Writing Pre-Law Students,Closed,Clinton Jones,LKH-242,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
ENGL 010,4,Tech Writing Pre-Law Students,Closed,Clinton Jones,DGH-106,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGL 010,5,Tech Writing Pre-Law Students,Closed,CeLillianne Green,DGH-113,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 010,6,Tech Writing Pre-Law Students,Closed,Shaline Kirkland,N/A,"Monday, Wednesday, Friday",6:10 PM - 7:00 PM
ENGL 010,7,Tech Writing Pre-Law Students,Closed,Shaline Kirkland,N/A,"Tuesday, Thursday",5:10 PM - 6:30 PM
ENGL 010,8,Tech Writing Pre-Law Students,Closed,Allison Matulli,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 010,9,Tech Writing Pre-Law Students,Closed,Allison Matulli,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 014,1,Intro to Humanities I,Closed,Arti Mehta,MIN-123,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 014,2,Intro to Humanities I,Closed,Carolivia Herron,MIN-124,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 014,3,Intro to Humanities I,Closed,Carolivia Herron,DGH-218,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 014,4,Intro to Humanities I,Closed,Johnson Ige,MIN-217,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 014,5,Intro to Humanities I,Closed,Johnson Ige,MIN-217,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 014,6,Intro to Humanities I: HONORS,Closed,Alexander Tulin,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 015,1,Humanities II,Closed,Arti Mehta,MIN-124,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 015,2,Humanities II,Waitlist,Joyce Camper,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 015,4,Humanities II,Closed,Carolivia Herron,MIN-217,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGL 015,5,Humanities II,Open,Carolivia Herron,DGH-218,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGL 015,6,Humanities II,Closed,Kevin Modestino,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 015,7,Humanities II,Open,Alexander Tulin,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGL 015,8,Humanities II,Closed,Kevin Modestino,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 054,1,Afro-American Lit to 1940,Closed,Sabrina Evans-Rangel,MIN-123,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 054,5,Afro-American Lit to 1940,Closed,Sabrina Evans-Rangel,LKH-B2,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 054,8,Afro-American Lit to 1940,Waitlist,Barbara Griffin,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 054,9,Afro-American Lit to 1940,Closed,Barbara Griffin,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 054,10,Afro-American Lit to 1940,Closed,Barbara Griffin,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 055,5,Afro-American Lit From 1940,Closed,Barbra Chin,ILH-103,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGL 055,6,Afro-American Lit From 1940,Closed,Barbra Chin,ILH-118,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 055,10,Afro-American Lit From 1940,Waitlist,Yasmin Degout,BUR-2013,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 055,11,Afro-American Lit From 1940,Closed,Greg Thomas,DGH-17,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 056,4,Introduction to Caribbean Lit,Open,Rhoda Arrindell,ILH-116,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 056,6,Introduction to Caribbean Lit,Open,Rhoda Arrindell,ILH-116,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 056,7,Introduction to Caribbean Lit,Closed,Rhoda Arrindell,ILH-116,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGL 056,9,Introduction to Caribbean Lit,Closed,Corey Lamont,ILH-116,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ENGL 056,10,Introduction to Caribbean Lit,Open,Curdella Forbes,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 056,11,Introduction to Caribbean Lit,Open,Lisa Latouche,LKH-B21,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 084,1,Honors for Sophomores I,Open,Christopher Shinn,DGH-108,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 104,1,Sophomore Seminar I,Open,Sheshalatha Reddy,MIN-123,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGL 104,3,Sophomore Seminar I,Open,Emily Kugler,MIN-123,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 104,4,Sophomore Seminar I,Open,Christopher Shinn,MIN-124,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGL 105,1,Sophomore Seminar II,Open,Curdella Forbes,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 110,1,Linguistics Foundation,Open,Alla Tovares,BUR-2020,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGL 110,2,Linguistics Foundation,Open,Nkonko Kamwangamalu,MIN-212,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 111,1,Af-Am Foundation,Closed,David Green,LKH-242,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGL 112,1,American Lit Foundation,Open,Kevin Modestino,EJH-344,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 113,1,British Foundation,Open,Sheshalatha Reddy,MIN-123,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 114,1,College Grammar,Open,Nkonko Kamwangamalu,GS-319,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 114,2,College Grammar,Open,Alla Tovares,DGH-19,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 117,2,Intro Creative Writing Fiction,Closed,Sarai Johnson,HMB-252,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 118,3,Intro: Creating Wrtg Poetry,Open,Kimberly Collins,DGH-114,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ENGL 118,4,Intro: Creating Wrtg Poetry,Closed,Tony Medina,N/A,"Tuesday, Thursday",11:00 AM - 12:30 PM
ENGL 119,2,Intro to Creative Writing Non-Fiction,Open,Sufiya Abdur-Rahman,MIN-123,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 127,2,Creative Writing Fiction,Open,Patricia Elam Walker,MIN-124,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 128,2,Creative Writing Poetry,Closed,Tony Medina,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 139,1,Creative Writing – Nonfiction II,Open,Sufiya Abdur-Rahman,GS-319,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 141,1,Poetry Across Cultures,Open,Hannah Regis,UGL-L010,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGL 206,1,Major Author: Toni Morrison,Closed,Dana Williams,GS-205,Tuesday,2:00 PM - 4:30 PM
ENGL 212,1,Afro-Amer Lit Blk Arts to Pres,Open,Greg Thomas,DGH-13,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGL 226,1,Caribbean Author,Open,Curdella Forbes,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGL 232,1,20th and Early 20th Ctr Am.LIt,Open,Marc Singer,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGL 241,1,Early Modern British Lit,Open,Elisa Oh,MIN-123,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 250,1,Comparative Literature,Open,Christopher Shinn,GS-319,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGL 255,1,20th Cen. Crime Fiction,Open,Alexander Tulin,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 271,1,Topics in Literary Criticism,Open,Sandra Shannon,DGH-17,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGL 283,1,Topics in Lit and Writing,Open,Alla Tovares,DGH-114,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGL 286,2,Intro to Black LGBTQ Studies,Open,Jennifer Williams,DGH-19,"Tuesday, Thursday",5:10 PM - 6:30 PM
ENGL 289,1,Topics in Lit and Writing,Open,Darlene Taylor,DGH-113,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGL 295,1,Creative Writing Workshop,Open,Patricia Elam Walker,LKH-202,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGL 295,2,Creative Writing Workshop,Open,Sufiya Abdur-Rahman,DGH-103,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 101,1,"Rhetoric, Inquiry & Crit Wrtg",Open,Wesley Rothman,LKH-244,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 101,2,"Rhetoric, Inquiry & Crit Wrtg",Open,Wesley Rothman,DGH-102,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,1,Expository Wrtg & Literacy Stu,Closed,Adrienne Carthon,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,2,Expository Wrtg & Literacy Stu,Closed,Byron Brown,LKH-253,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
ENGW 102,3,Expository Wrtg & Literacy Stu,Closed,Byron Brown,LKH-118,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
ENGW 102,4,Expository Wrtg & Literacy Stu,Closed,Byron Brown,LKH-202,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,5,Expository Wrtg & Literacy Stu,Closed,Byron Brown,LKH-202,"Tuesday, Thursday",5:10 PM - 6:30 PM
ENGW 102,6,Expository Wrtg & Literacy Stu,Closed,Barbra Chin,UGL-L010,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 102,7,Expository Wrtg & Literacy Stu,Closed,Robin Sulkosky,DGH-218,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGW 102,9,Expository Wrtg & Literacy Stu,Closed,Sarai Johnson,DGH-208,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 102,11,Expository Wrtg & Literacy Stu,Closed,Sarai Johnson,EJH-344,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,12,Expository Wrtg & Literacy Stu,Closed,Caitlin Lee,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 102,14,Expository Wrtg & Literacy Stu,Closed,Robin Sulkosky,DGH-17,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,15,Expository Wrtg & Literacy Stu,Closed,Rhoda Arrindell,ILH-116,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGW 102,16,Expository Wrtg & Literacy Stu,Closed,Jacob Sloan,LKH-323,"Tuesday, Thursday",8:10 AM - 9:40 AM
ENGW 102,17,Expository Wrtg & Literacy Stu,Closed,Jacob Sloan,DGH-212,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,18,Expository Wrtg & Literacy Stu,Closed,Miriam Gyimah,GS-319,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,19,Expository Wrtg & Literacy Stu,Closed,Sadia Yasmin,BUR-2020,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,20,Expository Wrtg & Literacy Stu,Closed,Sadia Yasmin,BUR-2020,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,21,Expository Wrtg & Literacy Stu,Closed,Sadia Yasmin,BUR-2020,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 102,22,Expository Wrtg & Literacy Stu,Closed,Sadia Yasmin,BUR-2020,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,24,Expository Wrtg & Literacy Stu,Closed,Patience Williams,GS-319,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,26,Expository Wrtg & Literacy Stu,Closed,Kimberly Collins,EJH-344,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,27,Expository Wrtg & Literacy Stu,Closed,Susan Mockler,DGH-20,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,28,Expository Wrtg & Literacy Stu,Closed,Susan Mockler,DGH-208,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,30,Expository Wrtg & Literacy Stu,Closed,Monique Akassi,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 102,31,Expository Wrtg & Literacy Stu,Closed,Monique Akassi,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,33,Expository Wrtg & Literacy Stu,Closed,Adrienne Carthon,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 102,34,Expository Wrtg & Literacy Stu,Closed,Oline Eaton,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 102,35,Expository Wrtg & Literacy Stu,Closed,Oline Eaton,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 102,36,Expository Wrtg & Literacy Stu,Closed,Oline Eaton,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,38,Expository Wrtg & Literacy Stu,Closed,Orrieann Florius,N/A,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
ENGW 102,39,Expository Wrtg & Literacy Stu,Closed,Jazmin George,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,40,Expository Wrtg & Literacy Stu,Closed,Jazmin George,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,41,Expository Wrtg & Literacy Stu,Closed,Jazmin George,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 102,42,Expository Wrtg & Literacy Stu,Open,Jazmin George,N/A,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,43,Expository Wrtg & Literacy Stu,Closed,Corey Lamont,DGH-113,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGW 102,44,Expository Wrtg & Literacy Stu,Closed,Corey Lamont,GS-319,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 102,45,Expository Wrtg & Literacy Stu,Closed,Sean Pears,DGH-101,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,46,Expository Wrtg & Literacy Stu,Closed,Jacob Sloan,DGH-20,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,47,Expository Wrtg & Literacy Stu,Closed,Jacob Sloan,DGH-20,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 102,48,Expository Wrtg & Literacy Stu,Open,Robin Sulkosky,LKH-340,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
ENGW 102,49,Expository Wrtg & Literacy Stu,Open,Nico Penaranda,LKH-202,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGW 102,50,Expository Wrtg & Literacy Stu,Open,Nico Penaranda,LKH-244,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
ENGW 102,52,Expository Wrtg & Literacy Stu,Closed,Wesley Rothman,LKH-359,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,53,Expository Wrtg & Literacy Stu,Open,Wesley Rothman,LKH-359,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGW 102,54,Expository Wrtg & Literacy Stu,Closed,Nick Seifert,UGL-L010,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 102,55,Expository Wrtg & Literacy Stu,Closed,Nick Seifert,DGH-101,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 102,57,Expository Wrtg & Literacy Stu,Open,RauLanda Watley,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,59,Expository Wrtg & Literacy Stu,Open,Sean Pears,LKH-200,"Tuesday, Thursday",6:40 PM - 8:10 PM
ENGW 102,61,Expository Wrtg & Literacy Stu,Open,Erin Golden,DGH-101,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ENGW 102,62,Expository Wrtg & Literacy Stu,Open,Erin Golden,DGH-20,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 102,63,Expository Wrtg & Literacy Stu,Open,Erin Golden,DGH-212,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 102,64,Expository Wrtg & Literacy Stu,Open,Erin Golden,DGH-101,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 102,67,Expository Wrtg & Literacy Stu,Open,Kimberly Collins,UGL-L010,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGW 102,68,Expository Wrtg & Literacy Stu,Open,Oline Eaton,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 102,69,Expository Wrtg & Literacy Stu,Open,Monique Akassi,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 102,70,Expository Wrtg & Literacy Stu,Open,Patience Williams,LKH-304,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 102,71,Expository Wrtg & Literacy Stu,Open,Caitlin Lee,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 102,72,Expository Wrtg & Literacy Stu,Open,Kenyatta Graves,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 102,73,Expository Wrtg & Literacy Stu,Open,Kenyatta Graves,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 102,74,Expository Wrtg & Literacy Stu,Closed,Blaine Prescott,LKD-2006,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 103,2,Persuasive Writing & Research,Closed,Nihal Horne,LKD-2006,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 103,3,Persuasive Writing & Research,Closed,Cheryl Yael Kiken,LKD-1002/1004,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 103,4,Persuasive Writing & Research,Closed,Brianna Rae Johns,LKH-200,Monday,6:30 PM - 9:00 PM
ENGW 103,7,Persuasive Writing & Research,Closed,Brianna Rae Johns,LKH-118,Tuesday,6:30 PM - 9:00 PM
ENGW 103,10,Persuasive Writing & Research,Closed,Alexis Harper,DGH-20,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 103,11,Persuasive Writing & Research,Closed,Cheryl Yael Kiken,LKH-P08,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 103,12,Persuasive Writing & Research,Closed,Mika Turim-Nygren,BUR-2011,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
ENGW 103,13,Persuasive Writing & Research,Closed,Mika Turim-Nygren,DGH-20,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 103,14,Persuasive Writing & Research,Closed,Mika Turim-Nygren,DGH-102,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 103,15,Persuasive Writing & Research,Closed,Mika Turim-Nygren,LKH-340,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ENGW 103,16,Persuasive Writing & Research,Closed,Alexis Harper,DGH-214,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 103,17,Persuasive Writing & Research,Closed,Ashley Plack O'Donnell,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGW 104,1,"Writing, Literacy & Discourse",Closed,Rebecca Boylan,LKH-118,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 104,2,"Writing, Literacy & Discourse",Closed,Rebecca Boylan,LKH-B2,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 104,3,"Writing, Literacy & Discourse",Closed,Rebecca Boylan,LKH-242,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
ENGW 104,5,"Writing, Literacy & Discourse",Closed,Travis Sharp,DGH-102,"Tuesday, Thursday",3:40 PM - 5:00 PM
ENGW 104,6,"Writing, Literacy & Discourse",Closed,Kyr Mack,UGL-L010,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 104,7,"Writing, Literacy & Discourse",Closed,Kyr Mack,DGH-17,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 104,8,"Writing, Literacy & Discourse",Closed,Sean Pears,BUR-2020,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 104,9,"Writing, Literacy & Discourse",Closed,Ja'La Wourman,EJH-224/226,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 104,10,"Writing, Literacy & Discourse",Closed,Cheryl Yael Kiken,DGH-215,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 104,12,"Writing, Literacy & Discourse",Open,Patience Williams,GS-319,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 104,14,"Writing, Literacy & Discourse",Closed,Rebecca Boylan,LKH-B2,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGW 104,15,"Writing, Literacy & Discourse",Closed,Sarah Ingle,DGH-114,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 104,16,"Writing, Literacy & Discourse",Closed,Sarah Ingle,UGL-L010,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 104,17,"Writing, Literacy & Discourse",Closed,Sarah Ingle,UGL-L010,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ENGW 104,18,"Writing, Literacy & Discourse",Closed,Sarah Ingle,BUR-2020,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ENGW 104,19,"Writing, Literacy & Discourse",Closed,Thomas Ohno-Machado,DGH-212,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 104,20,"Writing, Literacy & Discourse",Closed,Thomas Ohno-Machado,DGH-20,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 104,21,"Writing, Literacy & Discourse",Closed,Darlene Taylor,DGH-106,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 104,24,"Writing, Literacy & Discourse",Closed,Stephen Hickson,DGH-207,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGW 104,25,"Writing, Literacy & Discourse",Closed,Adrienne Carthon,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 104,26,"Writing, Literacy & Discourse: Restricted to MAJORS",Closed,Sean Pears,LKH-244,"Tuesday, Thursday",5:10 PM - 6:30 PM
ENGW 104,27,"Writing, Literacy & Discourse",Closed,Cheryl Yael Kiken,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 104,28,"Writing, Literacy & Discourse",Closed,Shantay Robinson,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ENGW 104,29,"Writing, Literacy & Discourse",Closed,Cyrus Hampton,LKH-202,"Tuesday, Thursday",8:10 AM - 9:30 AM
ENGW 104,35,"Writing, Literacy & Discourse",Closed,Shantay Robinson,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ENGW 104,39,"Writing, Literacy & Discourse",Open,Travis Sharp,DGH-110,"Tuesday, Thursday",2:10 PM - 3:30 PM
ENGW 104,40,"Writing, Literacy & Discourse",Closed,Caitlin Lee,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
ENGW 104,41,"Writing, Literacy & Discourse",Closed,Caitlin Lee,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 104,43,"Writing, Literacy & Discourse",Open,Blaine Prescott,ILH-118,"Tuesday, Thursday",11:10 AM - 12:30 PM
ENGW 104,44,"Writing, Literacy & Discourse",Closed,Blaine Prescott,HMB-252,"Tuesday, Thursday",12:40 PM - 2:00 PM
ENGW 105,3,Reflective Writing Portfolio,Closed,Marina del Sol,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ENGW 105,4,Reflective Writing Portfolio,Closed,Robin Sulkosky,DGH-113,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
ENGW 105,5,Reflective Writing Portfolio,Closed,Alexis Harper,LKH-B2,"Tuesday, Thursday",5:10 PM - 6:30 PM
